#group,false,false,false,true,true,true,true,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double
#default,mean,,,,,,,
,result,table,_time,_start,_stop,_field,pairAddress,_value
,,12789,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7c7d5f71507339d6cc306bb7a016a603dc9cb353,294204133.3396077
,,12790,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7c9046fbcb6be6f93cbdd2e908053ed61ad35fd3,447770618.9653363
,,12791,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7c96a3fadab3058553a25c9a84142e452f977a83,309856841.47036326
,,12792,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7cc99f2e626c53f7fe9a00d45ebf97eb4a3cbdad,35471272412.45546
,,12793,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7cdabe7040c18ce037b00463c0db43e45e60a6c4,169613453.3767109
,,12794,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7cde304d871c22b895686bf7b521fe9e4340dd7a,419785517.47989655
,,12795,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7d2352b2772dd1ace5c5a55cf37997e472bc50d1,36422704.298210554
,,12796,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7d27bdbe0320b243d24873484c018baec8810237,11686613.620936148
,,12797,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7d6558095820c710d75d8b8e2e728084102e49f8,868975443.3320506
,,12798,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7e0671af29c00185852183b47d0b1911bc22fa2f,643610628.483637
,,12799,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7e18841a035e7831eb6fb07ddb1845ed91c5c4fd,629490152.6626453
,,12800,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7e2b339fe1e4fec508ca74f2bfce7f29445a5d38,340476338663760.7
,,12801,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7e2e80890bc7f12086c3980b0bb23ac768b6332f,454170208.1278402
,,12802,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7e33926232cc1325e3cd7e261a7ded86ab04bfbf,1346249521.4009244
,,12803,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7e444838922a29ac7e3c8bec47962cb6dfc6a3b7,31958672.794064093
,,12804,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7e5674eff94996974b43195e6be95257adea6d7a,250407313805104.62
,,12805,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7e9708a2a59a6610a429876f294b6a5477b1346f,3803262.2322266293
,,12806,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7e99598519cf8285c9211e73de2fb2efb5112ecf,22344661.565339997
,,12807,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7ed0b0ed4063a833a15e92583e43e149aa94a845,103212511845.00113
,,12808,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7ee79f302bbe5a54d699914c767c914257fc1a1e,74464096218.93973
,,12809,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7efa29ab0794fb30d9fe423f933058b5019ed3d0,262836.5369808039
,,12810,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7efb3d642cc87e6cbfba38fa06ce4013204af005,209729089996.21356
,,12811,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7f1ba3a9115bf6304deda44ab88275f0927ac290,444219367.3632067
,,12812,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7f29ae3a8360bc9653cad2604c51d6b546bff9c4,47727902.12680757
,,12813,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7f4c982541cfb604ded0465607ba5e23964e27f5,45350211.5944021
,,12814,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7f668a10e2feb2f38ff486077f81c5a3d45ed2da,575634276.0334103
,,12815,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7f6c0fff0e52c6768bf81d834bb3670a3dd57932,58876900.30333811
,,12816,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7f7eb34b433e0bea8420a376cee05554ed49b49f,17821748.31223949
,,12817,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7fa5c76ecba69b78ff2de9a7c6ab2b8d02f6f746,28821978.917625617
,,12818,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x7fda2d1c603fbc2599d2df472fc8b63af31230c8,51192179.854045995
,,12819,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x80252d6807ad12e515b68dc47cbb65dacb97f4ec,133781155.4886931
,,12820,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8097fdde26c30eec2c142bd64fb39cdd823288aa,79517975.34425128
,,12821,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x80a69c69c2517f0a05564e5ce6f294af6b8ddcdb,538210960.7257473
,,12822,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x80c54dda80b00e2323d63fdf1053e4ee9a17507a,62127610.52749139
,,12823,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x80c88db1820dc99d892172649a5c71f997ade5bc,2475932.654633942
,,12824,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x80e9efdc905a8c20f86c369b08966316245f2f35,729441264.3245845
,,12825,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8120fef9df153b49659a5a1a9d175cec5309661a,6594480.784383304
,,12826,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8143146b86944041643e0f411a659793cacc79b4,143413965.85203668
,,12827,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x81a330e4e669bfbbad6d14b3c8b37260ab7c63f6,252872.78028701298
,,12828,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x81a8dc760fd8a9fa622da96212c1f1a32950a98e,2688079213.138302
,,12829,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x820231eeef4ec3d1c10f2233600ad036d6e71f5b,61131454.210009046
,,12830,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x820f8d878f64a261563e91071ce5c77a51edf85d,16935606820.389582
,,12831,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8238e6a1232f390e11e790bb7628a9864e4b82c8,4265301.868856441
,,12832,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8249ca64baac07f75b042d03d77449534b2321a0,42622482.94552463
,,12833,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x824bceab77f3c7566a66bc421d9c054b391dc137,687026.7027203545
,,12834,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x825459789af99584c8338a04299b346260fc5898,101500404.91852857
,,12835,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8255ffbb54bbb825cc544b67ccf36526e6101f5e,269.86301490389997
,,12836,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x82b1057818711871684021c8dfc0f85a5e7e683d,2806744256.8572946
,,12837,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x82e2fd6e268e1470b8d98849f8962b99569ade11,427231.08675494784
,,12838,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8303010cfb3d9422625b89824c60da827db0fe1e,372471943.93124
,,12839,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x835652cf02cf72527fec3c4e59c7096419ed9835,494180557.4716534
,,12840,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x835b94f20d5858a234f3bd1d36d1597fc09e12a6,140480687227.58835
,,12841,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x838945a689933adec486f01236b383d417adc3ad,29651836.24679676
,,12842,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x83c7962b9a5897f8821446a6c57814c8cdbc13e1,319984278791.0404
,,12843,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8453191e06ad600738bc81f5bc718b447c24386d,337380178465.4349
,,12844,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8457af1727d0fa6d3885f9c0ff16d55698a0ad52,12948982.30800296
,,12845,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x845ff69c1a033b7febaf21b905b72f3f6e7fb457,149751152935491.53
,,12846,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8502d3b7112624d1f2b8be21335f3b11d9ee8d6c,1399668519.9226635
,,12847,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x85257d2d7f78b87e8984181697822e24b7359268,412954032090.6877
,,12848,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8533654358b4be5b161d081b58ff8df81dd516a8,121856045474507.7
,,12849,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x85410525d50e74cb9d8ba979bfa8e7f761a04e5b,698306196867.9331
,,12850,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x855d53f4bca052dfb670c7dd6b08502938412cd8,351588727.54206556
,,12851,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x85a4af4c4273cbeb823776b04ab624b6b8cd130c,469782877.49110806
,,12852,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x85d518aff429a60807114e2ffd8224d166777971,226182104.0865346
,,12853,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x85da6d4fd33150e48a50eae9161c07ae3a17b0a1,25718162757.101776
,,12854,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x85e0a38f535b505ddd9fb304898dea7c693d2478,458877.771749716
,,12855,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x85f05e91476ff0400e45ce7dc25eda5abe2277ec,361190511.1158031
,,12856,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x860497d738e559a53747393347ac4f7926488690,666003200751.509
,,12857,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x86069b2a08e160934b90ec46d7e5fb28933d5827,34354307.13776562
,,12858,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x865e7e05dfb7d15cf6c356d33b5f220026fcda01,672540420.6403848
,,12859,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x86629ee52c8cca59df2238a9f80dc5e53f102e5d,556590656.2442607
,,12860,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x86ea0fde744961657f78ee1570433b1c237319d4,152830631682115.28
,,12861,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8718edb005d7c479b7bbc725144e491d97118fb4,510233.9379641287
,,12862,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x871a9f83cab423d506212e7aaf79e13c1f0c3b79,455256.5435633136
,,12863,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x872fb29fe56b060e0b7c7ed30e255ce52de19847,65804863700.794304
,,12864,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x877c67b7177923d6cc23f7ff07d6676252dd8aad,572863193.6964164
,,12865,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x878d20b88f89ea6a2cc6191dccfcdcdd6fc21d11,718016380678.9891
,,12866,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x878e0c9bf41a48848da3d327fce98fab289b34e5,282616008761224.44
,,12867,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x87aab3cb1523821f763bea72b49cc64514752d68,13588920.670504397
,,12868,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x87d946fe696a94549f70bc328b764acb5213be9e,305590200054302.25
,,12869,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x87f42f1620187067982355dad03b0af1c514c9b7,3802303.0354174105
,,12870,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x883148d4688c971c3073096a9ea3381a3c8379e6,47572437.91378545
,,12871,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x885ddd0c01cf9a831870eb1f7d9374a52d3bc461,69074.89191367653
,,12872,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x886777a4f5a441cea71ff135751e64ba46ac4f67,50529137729.18846
,,12873,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x88831571f3f3ba60bebb869917da425fedff9ac5,398736294151.8613
,,12874,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x88b047801f2f26a8b1a7ee6f7f2729bcfde48ab0,483129.60678706574
,,12875,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x88bbae01a5d7682debf975c76d09c3194bde1c32,106331356.40369587
,,12876,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x88cb6a3b7de4d58a8b4f0f9aacbb9d6baaa03bb0,10981128.648867195
,,12877,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x88f1aa8590f4d1e190fef099be8ea4389103408c,217.82074851076
,,12878,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x88fd052681a5138ccf5c7a3a74771dbbfe49dea1,739973807.6080167
,,12879,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x890c634953706038a04f5ee816d898cc76b58079,498550482.3824197
,,12880,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x894cad49d204de79405b191815cc60c65f759829,713439008.1010133
,,12881,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x896fb95e9c6a2b98acd5603e88d7c9ef0caab76c,462275766.4416018
,,12882,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x89722bf6cb9dcac8d96f3f955a6d2d8efd6d8dbc,436889307.5396233
,,12883,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x89808d79f2155f455fa2d042199cb7005076f5f1,271159458.8972267
,,12884,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8993bbf4a70b2489c6645fa4a4f4f4da70022902,352462373.0716452
,,12885,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x899579f14805b435b92779f8d3f3057d8a890c2a,4707958.701944711
,,12886,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x89a13dbc89d05c4fefdb032e2a34f232ae637cfd,64780462389.55364
,,12887,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x89aafd76d720a9a32dcf7515bf4edf56dd3aadaf,216600506.75771022
,,12888,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x89abe78df3415468510208ba110695866bd2cd2c,459441734.6904121
,,12889,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x89c6fbbb9e23c37c10a9824281dde5c42f05507c,21654952.542745102
,,12890,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x89f2fadb7f6cdff0809c7eabf7bccc647e4365f2,79985097.46051851
,,12891,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x89fcbb8a936a5c03818720564f423e7d48aca688,35417265.33542081
,,12892,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x89fe87e11b88f867578b478ff68c4312f499f0cf,435989327.8429614
,,12893,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8ab8e978765f0c6817767053989c426c2084e20f,234367320612.43433
,,12894,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8ad3e9eab34c6bc1e1543a97aeb528ba24d4295a,307654138.6154393
,,12895,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8ad5aacecf3761d67a12a838532b346488a4e09f,545905872.7321382
,,12896,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8b0e549b56335fabb6794624b54e81f0943f9021,5363869.839945112
,,12897,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8b1e94dab7c91eac0d75b1b03b499421b0336830,134582034.8684457
,,12898,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8b2937df9b71a6c277d4a02e6a9b22a4e1332ab1,253116926.44380313
,,12899,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8b654aeaffdd67c82a7afeccb1a86af8dc3d0530,306377939957167.8
,,12900,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8b68844dd88a7f0cccc8c8700e770060aaea4dd6,433949.6330938961
,,12901,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8b83f84ee0dbd3815dc368fbd3ce3e0506721005,11268823.084788034
,,12902,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8b8a164d4bb7765ded69aea3227562cba1803555,8544606.73796556
,,12903,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8b8b3c8054345cad71c31c414459bf2b0576cb11,235214260.6261945
,,12904,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8c27976a9e38ac6bd7bdac9e4c2d91cd67f5a498,688150282.2440535
,,12905,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8c4071df169ee9561ed5da687ed820fd4ed7ec0c,134673.93740555792
,,12906,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8c4ddc74305ea53dc2ae1388fd4f73f96079512d,95180978660147.34
,,12907,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8c6458d60d95e505ea7870921480b06963318c56,581059872.8247646
,,12908,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8cb44f296789b422511034551364d790a07f7d51,356619064.08442825
,,12909,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8d190c2523ec108e3e6f2b9bf05080ceec7867f9,64670335.94404029
,,12910,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8d39bc87a28a2e67b0edfa995ec5452b648a5f64,565351.7154430986
,,12911,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8d4ce8c21256910a813e424eca82026244960c4c,447199899.20170975
,,12912,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8d568a77948d1f43e7d279f52fc4e9827886983a,122914177.46090695
,,12913,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8dc68b823db8bf794eaa232b1b4cf51afaa7d703,639831.2473675841
,,12914,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8e23553ef9d0a30ca5128a69c4e23ff0bbea4e3e,5229911.58482729
,,12915,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8e2ff2f9365e1db057e1b51b8cf1de3c97d2606e,627919179.3190559
,,12916,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8f2adee1a61e00fe19bd51dba576e9e649667d80,60854092.6261694
,,12917,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8f4d4dd3c2f957b57101d3fc030f9a39b275326f,86840560259436.27
,,12918,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8f4dda81546d2d5554627607ad7f6f0d778aaeac,45118088.70165238
,,12919,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8f69c4ca8a15f1817b43e3b74c35d358e828f92e,459688462.2444754
,,12920,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8f9b5c7677baf3c1253bce6cf782d786577fd728,654866167.9448003
,,12921,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8fcb21aafb39d205b718ac9f51b2d212385bdc04,9795476377.911238
,,12922,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8ff5d66fcc9dff01f77a51e9326cf5707c366830,1623670075.6925185
,,12923,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x8ff8fa62daf2a0e55333799a5c0cf1e5ffb020a2,575852.87839796
,,12924,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x90360882e256a2cca52e8f8f410079b6d3fc54cd,216716027381817.25
,,12925,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x907054ef04cca84c1b4a1c6b75f7d73b8dc3348b,7032519.143490054
,,12926,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x909116fcba27322265a8e43a18bbe3abe64cc42a,571668.4433772526
,,12927,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x90ac4e6aef2b8fa706b26dbd7c30e95b8e399620,34251343.67106282
,,12928,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,reserve1,0x90b59b6fc3deb556683836b6a93ee2f6ddf009cb,328783.44363639696
